date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:05:54	4107/4107	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/country/turkish.png	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/assets/images/country/turkish.png	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:54	4960/4960	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/logo/1.png	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/assets/images/logo/1.png	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:54	289379/289379	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:54	116348/116348	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/contact-us.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/contact-us.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:55	141613/141613	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:53%20GMT	https://themes.pixelstrap.com/fastkart/front-end/wishlist.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/wishlist.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:55	235866/235866	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:53%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-left-thumbnail.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-left-thumbnail.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:55	9847/9847	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/1.png	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/1.png	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:55	11150/11150	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/2.png	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/2.png	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:56	136478/136478	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/cart.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/cart.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:56	154726/154726	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:42%20GMT	https://themes.pixelstrap.com/fastkart/front-end/checkout.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/checkout.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:56	102154/102154	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/login.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/login.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:56	90462/90462	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/sign-up.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/sign-up.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:57	99993/99993	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/forgot.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/forgot.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:57	304723/304723	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-2.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-2.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:57	324750/324750	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-3.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-3.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:57	545995/545995	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:38:20%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-4.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-4.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:57	428421/428421	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:38:20%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-5.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-5.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:58	188945/188945	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:35%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-6.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-6.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:58	169748/169748	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:35%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-7.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-7.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:58	133390/133390	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202024%2003:49:07%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-8.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-8.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:58	176185/176185	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:35%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-9.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-9.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:59	162953/162953	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:35%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-10.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-10.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:59	286406/286406	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2008:42:16%20GMT	https://themes.pixelstrap.com/fastkart/front-end/index-11.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/index-11.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:59	262725/262725	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-category-slider.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-category-slider.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:05:59	210560/210560	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-category.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-category.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:00	256859/256859	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-banner.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-banner.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:00	258877/258877	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-list.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-list.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:00	258913/258913	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-right-sidebar.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-right-sidebar.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:00	233673/233673	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/shop-top-filter.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/shop-top-filter.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:01	213353/213353	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-4-image.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-4-image.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:03	230113/230113	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-sticky.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-sticky.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:03	236658/236658	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-accordion.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-accordion.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:04	232330/232330	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-circle.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-circle.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:04	196700/196700	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2008:44:12%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-digital.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-digital.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:04	232494/232494	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-sold-out.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-sold-out.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:04	228537/228537	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-rectangle.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-rectangle.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:05	230677/230677	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-slider.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-slider.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:05	233738/233738	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-color-image.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-color-image.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:05	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2015:06:04%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-color.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-color.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:06	231634/231634	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-radio.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-radio.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:06	221117/221117	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:34%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-dropdown.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-dropdown.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:07	232648/232648	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-bundle.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-bundle.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:07	230058/230058	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-image.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-image.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:07	240960/240960	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-size-chart.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-size-chart.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:07	245269/245269	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:20:22%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-expert.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-expert.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:07	235442/235442	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-bottom-thumbnail.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-bottom-thumbnail.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:08	231596/231596	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:20:17%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-dynamic.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-dynamic.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:08	233880/233880	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-right-thumbnail.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/product-right-thumbnail.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:08	88422/88422	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/mega-menu.png	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/assets/images/mega-menu.png	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:08	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2015:06:08%20GMT	https://themes.pixelstrap.com/fastkart/front-end/demo-personal-portfolio.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/demo-personal-portfolio.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:08	139938/139938	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-detail.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/blog-detail.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:09	144723/144723	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-grid.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/blog-grid.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:09	140924/140924	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-list.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/blog-list.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:09	108846/108846	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/404.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/404.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:09	150837/150837	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/about-us.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/about-us.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:09	5436/5436	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202024%2008:57:00%20GMT	https://themes.pixelstrap.com/fastkart/front-end/coming-soon.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/coming-soon.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:10	120377/120377	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:53%20GMT	https://themes.pixelstrap.com/fastkart/front-end/compare.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/compare.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:10	125591/125591	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/faq.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/faq.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:10	122910/122910	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/order-success.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/order-success.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:10	114872/114872	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/order-tracking.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/order-tracking.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:11	100457/100457	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/otp.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/otp.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:11	154135/154135	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/search.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/search.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:11	289316/289316	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:20:31%20GMT	https://themes.pixelstrap.com/fastkart/front-end/user-dashboard.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/user-dashboard.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:11	137495/137495	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-become.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/seller-become.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:12	184132/184132	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-dashboard.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/seller-dashboard.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:12	265876/265876	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-detail.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/seller-detail.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
22:06:12	262501/262501	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-detail-2.html	D:/code%20visual/Html%20basic/final/petshop/themes.pixelstrap.com/fastkart/front-end/seller-detail-2.html	(from https://themes.pixelstrap.com/fastkart/front-end/shop-left-sidebar.html)
